date,username,fulltext
2022-03-08 09:42:13,_isengaja_,"Ambil 24 SKS, masih organisasi, freelance, kadang volunteer juga. Tapi tiap mau UAS atau kalo nggak lagi liburan gitu selalu tepar, sampe dokternya hafal tiap gue sakit tuh ya menjelang ujian atau habis ujian https://t.co/ybGB4pMmfY"
2022-03-08 09:38:57,kurangtidvr,@fuxry Dokternya kemakan omongan 😅
2022-03-08 09:38:04,ski3sgurl,"ke dokternya besok ajalah, sore ini ujan."
2022-03-08 09:35:23,edihmuly0506,@Ida_Farianda Operasi istri saya aja bisa mundur 4 jam di minggu lalu. Dokternya masih di RS lain di Jkt https://t.co/qBthT1MN3e
2022-03-08 09:26:53,Humairah_31,RT @BaskoroDina: @Adi25Wahyu @ftrrii1 @TKantau @StopPlandemit @Jamal06806913 @ivanyudhis @SumandoGaek Ini dokternya. Jantungnya pakai alat…
2022-03-08 09:26:32,manamezoe,"@ohmybeautybank Aku egk krasa apa2 sih nder tp kata dokternya hampir gk ada karang giginya, mgkn krn itu jd gak ada efeknya. Kbtulan ak suka bgt makan apel dn trnyta emg itu bisa mayan bantu bersihin karang gigi cmiiw"
2022-03-08 09:23:12,siganiduniya,"@creamycoffie @kochengfess Nggapapa siih

Tapi kemaren abis mencret,aku gatau efek meo atau ngga,tapi kata dokternya bisa jadi karna bakteri atau parasit."
2022-03-08 09:19:46,sunwoosbewrry,@convomf tanyain ke dokternya nder
2022-03-08 09:14:09,baqurabaqura,"@TxTfrmDude udah ke dokter ini, tpi kta dokternya reaksi obatnya mpe malam. tenkyu btw sarannya ya kak"
2022-03-08 09:11:11,orenjiiiijuusu,"No antrian 58 tapi dateng pertama, dimulai nya jam set 7 karena dokternya ada OP, wehehe mantaavvv ayyy https://t.co/dhbmgKftLV"
2022-03-08 09:09:07,kochenglokal,"@Chocoren02 Wkwkwwk dulu kucingku jamuran, trs aku ketularan. Diresep sm dokternya salep itu, aku tebus di RS jd lebih mahal mungkin"
2022-03-08 09:06:17,endshone_,Nungguin dokternya kelar praktek dulu yaah supaya bisa ngobrol lebih lama. Meng ada di dalam ruangan dokternya btw https://t.co/P6AkLtwL18
2022-03-08 09:01:20,djakarataloro,RT @BaskoroDina: @Adi25Wahyu @ftrrii1 @TKantau @StopPlandemit @Jamal06806913 @ivanyudhis @SumandoGaek Ini dokternya. Jantungnya pakai alat…
2022-03-08 09:00:30,moleculeCH4,"@cowoknyawendy Wakakak iya daang, tadi dibilangin ama dokternya kemungkinan kena omicron. Sebenernya gue disuruh rawat inap ke rs rujukan, tapi di rumah kaga ada yg bisa nyetir mobil 😂

Jarak rs ke rumah 2 jam, jadi yaa gue minta isoman aja 😅"
2022-03-08 09:00:03,leIegoreng,tadi aja pas bilang di rumah punya kucing beuh anying salty abis dokternya kyk ya allah CHILL
2022-03-08 08:54:04,nininnixiv,@dyenffxiv Si dokternya emg agak nakutin sih
2022-03-08 08:52:22,zrillna,@gynwdn @SoloMenfess Itu yg dokternya udh sepuh bukan mba?
2022-03-08 08:50:55,dyenffxiv,@nininnixiv iya terus dyen sungkan ama dokternya (sungkan kok ama npc)
2022-03-08 08:46:37,farhanalv,"@pinkawiz_art Kalo dokternya begini smua, rela vaksin sampe 200000x"
2022-03-08 08:42:39,ftrrii1,"@BaskoroDina @Adi25Wahyu @TKantau @StopPlandemit @Jamal06806913 @ivanyudhis @SumandoGaek Ooo.. Tp ga dipake terapi dia ya? Kok aq ga pernah denger. Apa aq yg kudet yak😁
Pak dokternya nyaranin ga vax, lha dia sendiri gmn mba"
2022-03-08 08:42:16,bogipratomo,@mscendani Kliru dokternya kuwi 🤭🤭kudu makan yg enak2
2022-03-08 08:41:36,capricornbearr,"Sejak agt 2020 ampe skrg udah 3x dirawat, ampe dokternya bingung Knp umur segini udah byk sakitnya. Ya jalan hidup yg diambil pas masa dulu penyebabnya 🤦"
2022-03-08 08:41:02,jungoozeus,@peachtaehun @jaebiggestfan @AREAJULID wktu di faskes 1 nya pake nyeritain detail ngga ya ka??? takut dibilangin ke ortu soalnya dokternya kenal deket sama keluargaku
2022-03-08 08:40:06,miya_iseng,"“Kami sudah melakukan sesuai prosedur”

Mon maap prosedur apa ya? G sekalian aja dokternya bilang “yang kurang adalah suami dan papanya konser depan bu andin” gt?  #IkatanCintaEp646"
2022-03-08 08:32:42,miuuw21,"RT @dian_inidian: Di trailer kan dokternya bilang ke Al kalo kondisi Andin udah stabil. Harusnya, harusnya nih kl udah blg stabil gt Andinn…"
2022-03-08 08:28:49,ZWisholic,"RT @dian_inidian: Di trailer kan dokternya bilang ke Al kalo kondisi Andin udah stabil. Harusnya, harusnya nih kl udah blg stabil gt Andinn…"
2022-03-08 08:28:31,lisa_masadah1,"RT @dian_inidian: Di trailer kan dokternya bilang ke Al kalo kondisi Andin udah stabil. Harusnya, harusnya nih kl udah blg stabil gt Andinn…"
2022-03-08 08:28:08,nonacrush_,"Kadang suka kesel dokternya bilang ini gakenapa kenapa ko, tapi sakitt banget woyy plis tolonggggg"
2022-03-08 08:24:13,Partono_ADjem,RT @ana_ot: @Partono_ADjem Blm baca ini dokternya mgkin .. https://t.co/8mp91cFO4U
2022-03-08 08:21:52,StopPlandemit,RT @BaskoroDina: @Adi25Wahyu @ftrrii1 @TKantau @StopPlandemit @Jamal06806913 @ivanyudhis @SumandoGaek Ini dokternya. Jantungnya pakai alat…
2022-03-08 08:20:33,ana_ot,@Partono_ADjem Blm baca ini dokternya mgkin .. https://t.co/8mp91cFO4U
2022-03-08 08:16:57,dynislmyh_,"@febriii__ @ZammilaA Memang sebenernya intinya itu ini, cuma di tensi yg belum turun. Dokternya aja yg ruwet 😂.Memang gk mudah nurunin tensinya andin itu makanya gk sadar2. Itu andin misal dikasih cairan penurun tekanan darah apa gk bisa? Atau gk ada?"
2022-03-08 08:15:54,baskomrant,dokternya sampe excited karena riwayat gue ga pernah kena bully dan ga ada hal abusive di rumah tapi bisa sampe borderline tuh kenapa... GUE JUGA GA TAU NJING 😭
2022-03-08 08:12:33,lfstllgngn,@neenolee dokternya peremuan😀
2022-03-08 08:09:58,lfstllgngn,@neenolee biasa mau silahturahmi sama dokternya😗
2022-03-08 08:09:39,grasjelly,gue kan mau scaling udh janjian sm dokternya tapi ga tau di mana lokasi kliniknya wkwkkwkwkwkwkwkwkwk bloon
2022-03-08 08:07:44,AgnesWarani,Ya ampun..dokternya galak begitu..😔
2022-03-08 08:03:04,ininanas_____,"RT @kukangku: Dokternya bukan kaleng kaleng loh, satu dekade mendedikasikan diri bagi konservasi satwa liar. Dah layak jadi nominasi kalpat…"
2022-03-08 07:58:46,fzeeyaa,@grhdnwhkzrt Kalo dokternya beneran dylan .... aaaaa mingdep masih lama yaa🤧🤧
2022-03-08 07:55:01,kiraayoa,"Cpek bet njir tambal gigi lama bener mna dokternya udh gnti hri lgi pdhl aku udh liburin kuliah hari ni cuk, dpet dokter ga enk lgi anjir sakit kli lah gigi aku diituin."
2022-03-08 07:53:28,najenchin,"temen aku operasi hidung 😭😭😭 keren bgt beraniii, btw dia pake duit sendiri cuy 🙌 bingung kok diizinin sama dokternya hmmm kan masih minor 😨"
2022-03-08 07:53:04,sweetpotaeoxo,salah satu hal yang bikin tetep semangat pas nyusun gigi🥺 walaupun masih ada koreksi tapi seneng kalo kerjaan diapresiasi sama dokternya AAA jadi berasa ga sia-sia gitu jari gue waktu itu sempet kebakar🥲 https://t.co/JtSc2JEjsl
2022-03-08 07:49:55,thedeathnoteee,alodoc ga guna ah! gue udh bikin appointment lewat alodoc berharap bisa cepet kelar eh dokternya udah 2 jam ga dateng-dateng!
2022-03-08 07:44:39,suatension,"@7dreamscollect Sebaiknya kalau mau pakaikan obat ke kucing lebih baik konsul dulu dengan vet ya, kak, kinimal konsul dengan vet lewat app kayak Halodoc atau Alodokter. Biaya dokternya murah kok, 25rb—50rb doang."
2022-03-08 07:41:16,WulanTavisha,RT @Ida_Farianda: Dokternya jam karet 😌😌 https://t.co/dj0GTPZrbh
2022-03-08 07:39:20,vxnnxy0,"@reddishrosa @happyberries04 Sama, anakku juga konsumsi zat besi sampe umur 2th diresepin dokternya. Awal2 masih oke pupnya, makin kesini kok makin keras &amp; item. Pdhl konsumsi airputihnya sdh cukup, tanya beda dokter katanya emg zat besi bikin sembelit 😢 jd bimbang"
2022-03-08 07:38:36,halusinasa,@xxdhilssxx tergantung sakitnya gmn sih.. terus kalo dokternya jg ngaruh. kalo dia spesialis ya agak mehong
2022-03-08 07:37:19,BaseAnakFK,"dok tadi pbl, pas step 5 dokternya bilang
""Materi xyz tadi sudah yaa dijelaskan, tapi masukkan saja ke sasbel gapapa""

Kan saya yang kenapa-napa dok😔"
2022-03-08 07:36:57,cahreview,"@SmgMenfess2 Konsul di hal0d0c ada yang 30k.

Pernah nyoba sih. Tapi jangan berekspektasi tinggi. Jawaban dokternya di aku terlalu umum &amp; aku iso dewe 🥲"
2022-03-08 07:35:47,RizqiRitz,"Kepikiran, Duh.. Malunyaa, kok bisa tadi sampe mau nangis suaranya pas tlp Pak Dokternya.
Smoga gak ketemu sama si Pak Dokternya, dan kalopun ketemu smoga Pak dokternya gk inget atau gatau siapa aku."
2022-03-08 07:34:17,mamakelinci,"@afrkml Aku juga mau kasih tau kaaa buat semuanya. Kemarin aku juga habis dirawat di RS, pasien di sebelah kanan kiri aku semuanya masih 20an, tapi setiap sebelum makan harus di suntik insulin sama susternya karena DIABETES."
2022-03-08 07:32:52,RizqiRitz,"Gak taunya sambil ngerintih sakit kyk nangis gitu ngmong sama si Pak dokternya, sampe dokternya kayaknya kasian tp mau gmn lagi, akunya gk ada kluarga juga yg bisa ambil obatnya, drivernya jg baru bisa jam 7 anter obatnya. Yauda aku tutup lagi. Truss sore ini kayak mikir,"
2022-03-08 07:32:23,amepocchi,"RT @IAmGargantua: Pembelajaran hari ini:

Klien yg nyaman sama dokter hewannya, belum tentu sebaliknya.

Lah kalo dokternya yang nyaman apa…"
2022-03-08 07:30:44,fraankiey,susternya parah 😠😠😠
2022-03-08 07:30:42,RizqiRitz,"Pas tlp, yang ngangkat Pak Dokter yg suaranya lebih kalem drpd aku. Ceritalah aku. Trus diresepin Pak Dokternya obat, tp baru bisa diantar jam 7, yauda pasrah, aku tutup tlpnya. Bbrp detik, tlp lagi, krn nusuk2 bingit jd mau nanya stidaknya shrsnya diapain biar nyerinya berkurang"
2022-03-08 07:23:58,sissywardani,@IAmGargantua @thekittycuddler jadi kepikiran nih. aku selalu berusaha sopan dan jujur tiap kali proses konsul sm dokter berlangsung dan coba utk gak potong pembicaraan. tapi aku kalo nanya suka berentetan gitu 😟 dokternya nyaman gak ya aku tanyain gitu 😟
2022-03-08 07:23:45,Ochanih,"""Ini kayanya yg paling simple yaa??"" Si suster nanya ke suster yg lain.

👩‍⚕️ ""ibu yang gak mau krimnya atau ibu gak KB ya??""

Gw ""dokternya jg gak nanya2 saya KB atau gak sih. Dan dokternya gak nawarin krim2 juga ke saya"""
2022-03-08 07:20:36,Ochanih,Ke dokter kulit periksain muka. Kok parah bener gak dikasi apa2 aku dokteerr.. kasi kek krim pagi malem biar kaya orang2. Cuma dikasi sunscreen sama whitening aja. Mungkin dokternya ngerasa aing buluk. Tinggal digosok biar putih udah kelar gt ya. Sampe suster2nya bingung.
2022-03-08 07:07:40,SleepyEye9,"@masadepanmu____ @ohmybeautybank Ihhh kasusnya kaya akuu, skrg belum haid lagi dan kudu dipancing. Cuma blm sempet ke dokternya:((("
2022-03-08 07:04:26,InkaaKamal,"@happy4weekend @Senjaajalah22 Dokternya kak, diajarin dulu.. 

Dirumah nanti baru klo ga papanya mamanya"
2022-03-08 07:02:57,mutiaradewwi,"RT @IAmGargantua: Pembelajaran hari ini:

Klien yg nyaman sama dokter hewannya, belum tentu sebaliknya.

Lah kalo dokternya yang nyaman apa…"
2022-03-08 07:01:53,happy4weekend,"@InkaaKamal @Senjaajalah22 Kalo kasusnya seperti ini
Andin sadar
Itu yang mijit perawatnya atau dokternya???"
2022-03-08 06:58:16,thekittycuddler,@IAmGargantua Wkwkwkwk apakah perlu bawa donat ke klinik supaya dokternya nyaman 🥲
2022-03-08 06:57:52,n4evns,padahal criminal minds itu profiler but pengen jadi dokternya kek keren gitu bisa tau possible cause of death
2022-03-08 06:56:31,deandralifiana,"@26Rosyana Nah masa gtu, harusnya kan kesembuhan pasien tanggung jawab dokternya. Dokternya gak nengok sama sekali kmren"
2022-03-08 06:54:08,IAmGargantua,"Pembelajaran hari ini:

Klien yg nyaman sama dokter hewannya, belum tentu sebaliknya.

Lah kalo dokternya yang nyaman apa kliennya bisa ga nyaman?
Kecil sih kemungkinannya. Klien ga nyaman bisa ganti dokter soalnya.

🤔"
2022-03-08 06:49:30,KenGirisya,"@IrenRamadhan Kalau gak salah yang rekomen di rumah sakit siaga, cuman lupa nama dokternya"
2022-03-08 06:45:58,Shin25ta,"@hokbenv @kochengfess Yg bilang belum parah dokternya, ini matanya udah belekan dan sempet demam juga. Ini fotonya waktu sakit. Jadi jarak ketularan sampe dibawa ke dokter sekitar 1 mingguan. https://t.co/CvHO5nTZmn"
2022-03-08 06:45:57,dajjalstud,"iya sih salah gua ngandelin gambar di ppt sama cdc karena dokternya juga suruh jgn berpatokan bgt sama ppt dan cdc, tapi tetep aja anj 😔"
2022-03-08 06:42:27,mbakjustine,"@tanyakanrl Tambalannya mgkn g yg permanen nder? Cb tanya ke dokternya lg, dan minta ditambal yg paling bagus 😃"
2022-03-08 06:40:44,apry23,di rumah-rumah sakit banyak pasien menjerit lantaran dipersulit dan dokternya pada singit
2022-03-08 06:37:17,bolaubibulat,"@tokofediyah Beberapa kali makan naspad 10 ribuan kena diare ampe lemes gt, muntaber gt sih, klo kata dokternya infeksi saluran pencernaan 😅
Ya bukan karna nasinya sih mungkin emg lg drop aja imun nya"
2022-03-08 06:33:38,bukanorangelah,"sumpa ini baru masuk blok awal THT, ngang ngong bgtt, bahkan kalo dokternya gangasih clue status lokalis THT, pasiennya mau gw inspeksi palpasi aja abdomennya😭😭😭"
2022-03-08 06:32:51,kiyaamalia,"@InkaaKamal @Ulvatus1 @IC_happyending 😂🤭

Dok, dokter sajalah yang jadi dokternya askara supaya cepat  sembuh,  nih sudah disiapkan pesawat  tuk terbang ke rs sejahtera ✈"
2022-03-08 06:31:10,matchaxlips,"Ke awkwrdan prtm di ruang inap, mencet tombol buat manggil suster, tbtb suara susternya ada di speaker, kirain gue &amp; aldo kita kudu nyamperin kedepan, gataunyaa tinggal ngmg ae ditmpt lgsg wkwkwk norak bet saking gprnh dirawat samsek😂😂"
2022-03-08 06:29:04,notsuspiciously,"@caramellhyunjin Bismillah kuat. Aku jg langganan sakit itu. Klo berobat malah sm dokternya disuruh sering2 puasa biar lebih sehat dan jarang kumat. Yg penting pikirannya jgn suggest klo bakal laper atau sakit pas lg puasa, krn ngaruh"
2022-03-08 06:26:20,putrkhay,@imprrettygirl bisaaa... aku waktu ga pakek anting 3 bulan lubangnya ketutup terus dibolong lagi aku sampe nangiss😭😭👍 sampe diketawain dokternya pdhl uda gede masi nangis kayak gitu shshshshsh
2022-03-08 06:26:15,itskiwifruits,"@kochengfess Dokter di puskeswan disini ada yg pake obat kutu anjing buat kucing-kucingnya (kucing dokternya). 
Beliau bilang jadi lebih hemat daripada pake yg kucing. Cuma gw ga tau ya dosisnya coba konsul ke drh aja dulu"
2022-03-08 06:24:48,fidafins,"Takut woy liat pas diobatinnya, kubilang sama dokternya, ini di rawat inap aja dok, saya gak yakin bisa ngasi obatnya, ditambah ini ada bayi agak riweuh. Kata dokter ok kutinggal di vet dulu itu koceng."
2022-03-08 06:23:36,ijotopi1,"RT @dian_inidian: Di trailer kan dokternya bilang ke Al kalo kondisi Andin udah stabil. Harusnya, harusnya nih kl udah blg stabil gt Andinn…"
2022-03-08 06:21:32,abiidooo,"RT @efenerr: barusan ngantar Sir Charles karena flu ke drh Eka. silakan kalau butuh vet area Bintaro, Graha Raya, Ciledug dan Alsut. 

baek…"
2022-03-08 06:20:17,efenerr,"barusan ngantar Sir Charles karena flu ke drh Eka. silakan kalau butuh vet area Bintaro, Graha Raya, Ciledug dan Alsut. 

baek banget dokternya dan teliti. 🙏 https://t.co/cQfGBE6HEF"
2022-03-08 06:18:54,aja_sampah,"Dokternya bohong ya? Katanya kalau meluapkan perasaan bisa jauh lebih baik. Ini kok ngga lebih baik, kenapa malah sesek banget?"
2022-03-08 06:16:43,pisesa08,"@Riosuryantoro Ini reinfeksi setelah 3 tahun sih dok 😁. Dokternya pk rubber dam. Akunya br ngerasa sakit cekit2 lgs cek ke dokgi, krn wkt itu lg promil, jd mau buru2 diselesein. Pengalaman pas kena RCT las hamil pertama. Sakitnya aduhai."
2022-03-08 06:14:17,BaskoroDina,"@Adi25Wahyu @ftrrii1 @TKantau @StopPlandemit @Jamal06806913 @ivanyudhis @SumandoGaek Ini dokternya. Jantungnya pakai alat kreasi beliau, jd mirip iron man. Rafi sebelum vaks H-1 suntik vit sm dia. Dokternya dr awal jg pesan ke pasiennya utk baiknya ga usah vaksin. 😁😆 https://t.co/Q51pMymySk"
2022-03-08 06:13:31,jaesaskara,@gelatgo Aku yang jadi dokternya boleh nggak
2022-03-08 06:10:05,mebsttitude_,"kadang gue butuh support langsung dari keluarga gitu, biar ga tegang kalo dengerin diagnosa"" dari dokternya😮‍💨"
2022-03-08 06:09:58,SantosoIsro,@riekanurul Kamu loh ga knp2 gitu. Cuma sama dokternya suruh nontonin drama korea
2022-03-08 06:07:32,greengrassot23,"@tanyakanrl Dulu sempet ada, tapi pas kmrn kejadian itu kayaknya udah ga ada nder. Tapi kata dokternya kemungkinan masih ada cuma di dalem gitu wasirnya."
2022-03-08 06:01:43,shuvanillata,"@pvzmania @Askrlfess Oh aku pikir baru mau konsul, kalo baru mau konsul aku ada yg murah..tp klo tindakan aku blm bs bantu. Maaf yaaa, emg skrg agak ribet sih ke poli gigi. Aku udh daftar dari beberapa hari lalu aja smpe skrg blm dpt jadwal dari dokternya."
2022-03-08 06:00:58,PasarGodean,"Di rumah sakit banyak tabung oksigen, tapi waktu aku sesek napas, aku bilang sama susternya, aku cuma butuh kamu. soalnya kamu oksigen aku"
2022-03-08 05:57:59,NNurisniati,RT @inisenyumm: Perasaan kondisi andin jg dr kemarin udh stabil tapi kaga sadar2 ini dokternya niat jd dokter apa ga sih 🙂 #IkatanCinta
2022-03-08 05:57:57,dian_inidian,"Di trailer kan dokternya bilang ke Al kalo kondisi Andin udah stabil. Harusnya, harusnya nih kl udah blg stabil gt Andinnya udah sadar sih. Biasanya, wajarnya begitu 🙃"
2022-03-08 05:55:47,Dhonni_88,@timbang_lego Otak dokternya dah kena virus ketakutan bila bukan kena virus ketamakan 😎
2022-03-08 05:52:24,preiajadaahh,RT @inisenyumm: Perasaan kondisi andin jg dr kemarin udh stabil tapi kaga sadar2 ini dokternya niat jd dokter apa ga sih 🙂 #IkatanCinta
2022-03-08 05:52:04,cheesecxk,Tadi baru bisa bawa ke puskeswan dan dokternya nyuruh bawa ke rumah sakit dan cuma bisa kasih vitamin biar kevin bisa bertahan sebelum dibawa ke rumah sakit. https://t.co/wHwyG5WHGK
2022-03-08 05:51:59,inisenyumm,Perasaan kondisi andin jg dr kemarin udh stabil tapi kaga sadar2 ini dokternya niat jd dokter apa ga sih 🙂 #IkatanCinta
2022-03-08 05:43:22,fadyanova,RT @Ida_Farianda: Dokternya jam karet 😌😌 https://t.co/dj0GTPZrbh
2022-03-08 05:40:49,punyaijoel,"@detektifsejaht1 @AldenialAlfahri @Ulvatus1 Iyalah.. pasti pd bosen 🤭🤭

Harusnya dokter sama susternya juga udh pd kenal, akrab sama Aladin.. org sering bgt kerumah sakit..
Yaa jenguklah, yaa jadi pasienlah.. 🤣🤣"
2022-03-08 05:37:02,potrehkoneng,Dokternya juga sambil nanya2 pula mana ngegaspun. Trus garaw kehardcoreannya sampe kena saraf itu alatnya. Dan langsung berasa dipalu godam lagi. Trus doktere panik. Aku keringetan gobyos nahan sakit. Ya allaaah...
2022-03-08 05:36:34,MadeBal21949975,@Ida_Farianda Dokternya cwe atau cwo mbak ???
2022-03-08 05:29:28,yourbrightstar_,Anjir kenapa tiba2 ke dokternya kudu bikin janji onlen😭😭
2022-03-08 05:28:08,kanaaeeeka,"@convomfs samee, aku matanya emang udh burem dari awal kls 3 tp baru berani bilang pas kls 6 sblm pandemi pas di check langsung min 4 silinder 3 ㅠㅠ
mau pake softlens cuman sama dokternya dibilang jangan ㅠㅠ"
2022-03-08 05:27:16,woram,@croseez Mw jadi dokternya
2022-03-08 05:25:42,MilaYashifa,Pengen banget balik ke lombok tp kok gaji dokternya kok gak meyakinkan 🥲
2022-03-08 05:23:07,despoinaides,Dokternya baru ada jam 2 🤡
2022-03-08 05:22:54,_cing,"@AREAJULID Gak ngerti lg gw ama anak sekarang pola pikirnya gmn, kmren disuruh jaga kesehatan karena future dokternya online sekarang future psikolognya kaya gini, gila"
